    894       39,70      40,00    4,37379    1,81903 
    895      100,00     103,00    3,22800    0,59958 
    896      131,70     132,00    6,79229    1,83220 
    897       35,00      37,00    2,09405    0,74429 
    898      154,70     155,00    6,86960    1,83014 
    899      165,70     166,00    7,11586    1,82775 
    900      104,70     105,00    6,18606    1,80998 
    901      161,70     162,00    6,40233    1,83205 
    902       49,70      50,00    6,20511    1,83793 
    903       36,00      37,00    3,06216    1,01632 
    904      154,70     155,00    6,38629    1,82597 
    905       19,70      20,00    4,64333    1,83989 
    906       27,00      28,00    1,60955    1,02763 
    907       17,70      18,00    3,54656    1,84621 
    908        6,00       7,00    0,98320    1,10407 
    909      148,00     149,00    5,20867    1,00610 
    910       19,00      21,00    1,79108    0,75418 
    911       87,00      88,00    4,50836    1,00837 
    912       35,00      36,00    3,22211    1,01326 
    913      122,70     123,00    5,82976    1,82980 
    914      117,70     118,00    5,80646    1,83022 
    915      149,70     150,00    6,17039    1,82737 
    916      125,70     126,00    6,24151    1,82862 
    917      134,70     135,00    6,02453    1,82909 
    918        2,00       3,00   -0,38612    1,30934 
    919       20,70      21,00    4,53239    1,83763 
    920       91,70      92,00    5,86136    1,81052 
    921      127,70     128,00    6,23970    1,82877 
    922       18,00      19,00    3,97776    1,03839 
    923      246,70     247,00    7,06578    1,81456 
    924       32,70      33,00    3,75703    1,83330 
    925      135,70     136,00    6,97247    1,82985 
    926       98,70      99,00    5,93477    1,81248 
    927      180,70     181,00    7,17173    1,82621 
    928       50,70      51,00    4,99189    1,83685 
    929      169,70     170,00    7,10507    1,82620 
    930      212,70     213,00    6,84856    1,81833 
    931      182,70     183,00    6,76378    1,82424 
    932       14,00      18,00    2,22341    0,59534 
    933      155,70     156,00    6,91475    1,82783 
    934      115,70     116,00    6,01680    1,80913 
    935      139,70     140,00    6,72148    1,83089 
    936      102,70     103,00    6,39115    1,80982 
    937      210,70     211,00    7,39397    1,82067 
    938       45,70      46,00    6,00464    1,84228 
    939       15,70      16,00    3,88216    1,85010 
    940       54,70      55,00    4,04808    1,81854 
    941        2,70       3,00    0,83932    1,91587 
    942       58,70      59,00    5,63886    1,82979 
    943       21,70      22,00    3,75766    1,84076 
    944       10,70      11,00    1,03005    1,86283 
    945        9,70      10,00    1,21152    1,86962 
    946       11,70      12,00    1,25975    1,84959 
    947       25,70      26,00    4,02495    1,85088 
    948      137,70     138,00    6,24970    1,83035 
    949       27,70      28,00    3,29781    1,84754 
    950       38,70      39,00    4,95595    1,83476 
    951       19,70      20,00    2,23426    1,84561 
    952        4,00       6,00   -2,08979    0,88753 
    953       11,70      12,00    3,63195    1,85806 
    954       60,70      61,00    5,61370    1,83116 
    955       46,70      47,00    5,86892    1,83949 
    956       20,70      21,00    5,57427    1,85717 
    957       13,70      14,00    1,62019    1,84048 
    958       11,70      12,00    1,23940    1,85219 
    959       15,70      16,00    3,55905    1,85041 
    960       21,70      22,00    2,70184    1,86537 
    961        8,70       9,00    4,00753    1,87308 
    962       31,70      32,00    3,27075    1,85475 
    963       19,70      20,00    2,81942    1,86443 
    964       42,70      43,00    3,84775    1,88619 
    965       57,00      65,00    1,25580    0,40145 
    966       17,70      18,00    5,18631    1,85906 
    967        0,30       2,00   -0,41301    2,03374 
    968       17,70      18,00    2,40187    1,84534 
    969       87,70      88,00    6,15345    1,82340 
    970       51,00      52,00    3,58440    1,01189 
    971       78,70      79,00    5,85285    1,83130 
    972       37,00      40,00    1,64401    0,61305 
    973       44,00      47,00    1,90472    0,61235 
    974       69,00      71,00    4,39524    0,73384 
    975       65,70      66,00    6,08255    1,83579 
    976       75,70      76,00    6,33692    1,82871 
    977      122,70     123,00    6,34531    1,83398 
    978       87,70      88,00    6,40625    1,82203 
    979       38,00      43,00    1,94311    0,51227 
    980      100,70     101,00    6,22719    1,81105 
    981       72,70      73,00    6,31073    1,83105 
    982       79,70      80,00    5,98730    1,82782 
    983      112,00     113,00    5,30201    1,00591 
    984      112,00     116,00    3,90070    0,52495 
    985       25,00      26,00    2,47791    1,03033 
    986       82,00      83,00    5,10425    1,01851 
    987       87,00      98,00    2,07129    0,34590 
    988       94,00      96,00    4,27432    0,72163 
    989       83,70      84,00    6,44553    1,82186 
    990       67,00      68,00    4,40145    1,01916 
    991       75,70      76,00    5,50011    1,82644 
    992       98,70      99,00    6,43484    1,81621 
    993       17,70      18,00    4,09573    1,84447 
    994       41,70      42,00    5,24084    1,83826 
    995      101,70     102,00    5,77746    1,81613 
    996       14,00      15,00    1,76117    1,08337 
    997       12,70      13,00    3,91192    1,84010 
    998        9,70      10,00    5,46527    1,85287 
    999       13,70      14,00    1,35015    1,84534 
   1000       39,00      40,00    3,69174    1,01681 
   1001       80,00      81,00    4,29305    1,01541 
   1002       19,00      21,00    2,17131    0,79242 
   1003       49,00      50,00    3,57292    1,00140 
   1004       62,00      63,00    4,08572    1,01395 
   1005       19,70      20,00    4,85155    1,84509 
   1006      100,70     101,00    6,30645    1,81069 
   1007       24,70      25,00    3,90053    1,84186 
   1008       59,70      60,00    5,43929    1,83177 
   1009       28,00      38,00    0,16089    0,40623 
   1010       27,70      28,00    4,17814    1,83081 
   1011       68,70      69,00    6,00042    1,83521 
   1012       13,70      14,00    3,53850    1,82848 
   1013       25,70      26,00    4,00467    1,83639 
   1014       81,70      82,00    5,83717    1,82157 
   1015       31,70      32,00    4,38458    1,82188 
   1016       49,70      50,00    4,59909    1,83306 
   1017       16,70      17,00    2,00251    1,84991 
   1018       45,70      46,00    6,52658    1,83543 
   1019       21,70      22,00    3,76852    1,83953 
   1020       11,70      12,00    3,20063    1,84711 
   1021       18,70      19,00    3,22856    1,84711 
   1022       11,70      12,00    3,19515    1,84382 
   1023       13,70      14,00    3,36649    1,82792 
   1024       17,70      18,00    3,59586    1,84322 
   1025       21,70      22,00    3,87164    1,83796 
   1026       21,70      22,00    3,76852    1,83953 
   1027       21,70      22,00    3,79479    1,83915 
   1028       11,70      12,00    2,71850    1,85598 
   1029       23,70      24,00    3,90936    1,83591 
   1030       19,70      20,00    3,71817    1,84216 
   1031       21,70      22,00    1,88738    1,84223 
   1032       15,70      16,00    1,67050    1,82669 
   1033       19,70      20,00    1,96680    1,84269 
   1034       66,70      67,00    6,89503    1,81622 
   1035       27,70      28,00    4,32736    1,83494 
   1036       18,70      19,00    2,56965    1,87848 
   1037       26,70      27,00    2,72547    1,83238 
   1038       15,70      16,00    2,85472    1,86357 
   1039        1,00       3,00   -3,70593    1,23877 
   1040        9,70      10,00    3,87358    1,87023 
   1041      108,00     111,00    4,20066    0,58817 
   1042       60,00      62,00    2,93326    0,72382 
   1043      241,70     242,00    7,55661    1,81219 
   1044       27,70      28,00    4,29341    1,82838 
   1045       43,70      44,00    6,28723    1,83671 
   1046       13,70      14,00    3,92072    1,84831 
   1047       14,70      15,00    3,85791    1,84073 
   1048       49,70      50,00    6,10928    1,83997 
   1049        8,70       9,00    4,46006    1,86487 
   1050        8,70       9,00    0,88490    1,84983 
   1051       16,70      17,00    2,62539    1,85063 
   1052        4,00       5,00    1,37929    1,13911 
   1053       13,70      14,00    2,63218    1,85450 
   1054       41,70      42,00    6,03103    1,84474 
   1055       19,70      20,00    2,68686    1,86688 
   1056       48,70      49,00    6,38890    1,83210 
   1057       91,00      94,00    4,70943    0,59684 
   1058       42,00      48,00    1,37419    0,46447 
   1059        9,00      10,00   -0,37113    1,06777 
   1060        1,00       7,00   -4,32237    1,15507 
   1061       35,70      36,00    4,75690    1,80824 
   1062       28,70      29,00    4,01893    1,83139 
   1063        9,70      10,00    2,94325    1,85260 
   1064      136,70     137,00    7,44816    1,82608 
   1065       52,70      53,00    5,09171    1,82984 
   1066        3,70       4,00   -0,18494    1,90264 
   1067       34,70      35,00    3,99221    1,87896 
   1068      204,70     205,00    6,84250    1,82260 
   1069       91,70      92,00    6,57123    1,81325 
   1070       21,70      22,00    5,33836    1,85153 
   1071       92,70      93,00    5,39010    1,81945 
   1072      243,70     244,00    7,01908    1,81091 
   1073      142,70     143,00    7,20982    1,83012 
   1074      121,70     122,00    7,15329    1,83017 
   1075        8,70       9,00    2,14945    1,86997 
   1076      293,70     294,00    7,15335    1,80654 
   1077       66,70      67,00    4,74106    1,83154 
   1078      235,70     236,00    7,19028    1,81757 
   1079       18,70      19,00    5,74462    1,82895 
   1080       91,00      93,00    4,08117    0,71503 
   1081       13,70      14,00    4,02617    1,84919 
   1082       10,70      11,00    2,02291    1,86031 
   1083       16,70      17,00    4,21656    1,85488 
   1084       21,70      22,00    3,85232    1,84061 
   1085        9,70      10,00    3,55149    1,84531 
   1086       11,70      12,00    3,79580    1,89971 
   1087       13,70      14,00    3,83855    1,85177 
   1088       19,70      20,00    5,87258    1,83778 
   1089       11,70      12,00    3,91455    1,84987 
   1090        9,70      10,00    1,18181    1,86043 
   1091       24,70      25,00    4,91381    1,83200 
   1092       61,70      62,00    5,49029    1,83269 
   1093       93,70      94,00    6,75458    1,81558 
   1094       63,70      64,00    6,16740    1,83934 
   1095       32,70      33,00    4,55882    1,82193 
   1096       65,70      66,00    6,15589    1,83948 
   1097       76,70      77,00    6,08022    1,82795 
   1098       75,70      76,00    6,13812    1,82501 
   1099       73,70      74,00    6,01694    1,82799 
   1100       56,70      57,00    5,33272    1,83465 
   1101       92,70      93,00    6,72418    1,81481 
   1102       83,70      84,00    6,60869    1,82184 
   1103       69,70      70,00    6,21838    1,83546 
   1104       19,00      25,00    0,78099    0,49554 
   1105       28,00      29,00    2,70669    1,02344 
   1106       43,70      44,00    4,67408    1,83745 
   1107       64,70      65,00    6,10020    1,84075 
   1108       48,00      55,00    1,51391    0,41705 
   1109       13,00      14,00    2,27799    1,04707 
   1110       34,00      36,00    2,82339    0,75070 
   1111       62,70      63,00    6,19500    1,83886 
   1112       13,70      14,00    3,47607    1,83365 
   1113       25,70      26,00    4,50151    1,83884 
   1114       21,70      22,00    4,41613    1,84469 
   1115       10,70      11,00    2,35011    1,90820 
   1116       23,70      24,00    4,90544    1,86465 
   1117       10,00      11,00    2,45531    1,08572 
   1118        6,70       7,00    3,70596    1,88481 
   1119       19,70      20,00    4,04892    1,84447 
   1120        2,70       3,00    0,04774    2,00520 
   1121       36,70      37,00    4,35011    1,81793 
   1122        5,70       6,00    1,67588    1,87554 
   1123       20,70      21,00    5,63314    1,84573 
   1124       23,00      24,00    2,58745    1,09360 
   1125        3,70       4,00   -0,77422    1,90142 
   1126       21,70      22,00    3,94752    1,85325 
   1127        8,70       9,00    4,12155    1,85711 
   1128        9,70      10,00    1,21152    1,86962 
   1129       10,70      11,00    3,64656    1,92485 
   1130       27,70      28,00    4,65668    1,84533 
   1131       39,70      40,00    3,75871    1,83159 
   1132       58,00      61,00    3,46161    0,61507 
   1133       15,70      16,00    1,73714    1,82873 
   1134        4,70       5,00   -0,00607    1,90559 
   1135        5,70       6,00    2,94759    1,87492 
   1136       22,70      23,00    3,99067    1,88276 
   1137       13,70      14,00    1,74844    1,83032 
   1138      160,70     161,00    6,15298    1,82682 
   1139       24,70      25,00    3,89075    1,89310 
   1140       97,70      98,00    6,20772    1,82353 
   1141       58,70      59,00    4,33430    1,83329 
   1142       25,70      26,00    3,73114    1,83664 
   1143       31,70      32,00    4,67023    1,81907 
   1144      137,70     138,00    7,17158    1,83033 
   1145        0,30       3,00   -4,30932    1,92447 
   1146        1,00       2,00   -2,07889    1,57276 
   1147       17,70      18,00    1,96392    1,84378 
   1148      199,70     200,00    6,29348    1,82476 
   1149       39,70      40,00    5,13761    1,84007 
   1150      178,70     179,00    6,72333    1,82689 
   1151      116,70     117,00    5,49584    1,80744 
   1152       79,70      80,00    5,75889    1,83632 
   1153        6,70       7,00    1,18006    1,87539 
   1154      147,00     150,00    4,03791    0,60200 
   1155      158,70     159,00    6,61783    1,82965 
   1156        6,70       7,00    3,24077    1,86899 
   1157       25,00      26,00    2,42645    1,03816 
   1158      138,70     139,00    7,27013    1,82777 
   1159       13,70      14,00    3,67262    1,84814 
   1160        9,70      10,00    2,94325    1,85260 
   1161        1,00       2,00   -2,49064    1,41863 
   1162       44,70      45,00    3,00393    1,83502 
   1163       31,00      32,00    1,57581    1,03121 
   1164        4,00       6,00   -2,26921    0,89248 
   1165       26,00      27,00    0,98112    1,02533 
   1166        1,70       2,00   -0,74757    1,96768 
   1167       19,70      20,00    2,18563    1,84295 
   1168       50,00      51,00    4,41013    1,02170 
   1169       22,70      23,00    6,03283    1,84003 
   1170       21,70      22,00    6,13236    1,84113 
   1171       35,70      36,00    4,03097    1,84916 
   1172      128,70     129,00    7,03201    1,83090 
   1173       23,70      24,00    5,86805    1,82785 
   1174       18,70      19,00    3,85529    1,85139 
   1175       47,70      48,00    6,18170    1,83994 
   1176       23,70      24,00    4,47862    1,84142 
   1177       17,70      18,00    4,09364    1,84399 
   1178       70,70      71,00    6,28177    1,83260 
   1179       21,70      22,00    3,30483    1,84597 
   1180       27,70      28,00    5,76866    1,85799 
   1181       41,70      42,00    5,01580    1,81206 
   1182       15,70      16,00    3,74693    1,85310 
   1183      106,70     107,00    6,71223    1,81290 
   1184       13,70      14,00    3,74598    1,90408 
   1185       16,70      17,00    3,83008    1,86040 
   1186       51,70      52,00    6,15053    1,83859 
   1187      418,70     419,00    9,38401    1,83518 
   1188       38,70      39,00    5,56351    1,83620 
   1189       40,70      41,00    4,96357    1,81471 
   1190       30,70      31,00    3,92521    1,85646 
   1191       44,70      45,00    6,55123    1,82793 
   1192       25,70      26,00    5,23131    1,86819 
   1193       45,70      46,00    5,89043    1,83029 
   1194       14,70      15,00    2,89749    1,85702 
   1195        9,70      10,00    1,72832    1,84850 
   1196       77,70      78,00    4,90854    1,82757 
   1197       38,70      39,00    5,55435    1,80944 
   1198       76,70      77,00    5,77060    1,82007 
   1199       86,70      87,00    5,14883    1,82624 
   1200       40,70      41,00    6,51084    1,83822 
   1201       18,70      19,00    2,67577    1,83740 
   1202       21,70      22,00    5,92074    1,83339 
   1203       69,70      70,00    6,55343    1,82996 
   1204       26,70      27,00    4,79695    1,83302 
   1205       17,70      18,00    5,05176    1,85847 
   1206       53,70      54,00    6,32115    1,83461 
   1207       14,00      15,00    0,61497    1,03860 
   1208       69,70      70,00    6,22154    1,83486 
   1209        9,70      10,00    1,21152    1,86962 
   1210      184,70     185,00    6,85890    1,82546 
   1211       47,70      48,00    4,81298    1,83164 
   1212       21,70      22,00    5,93685    1,81549 
   1213      228,00     229,00    8,41251    1,02157 
   1214       10,70      11,00    1,13392    1,85988 
   1215       12,00      13,00    0,22500    1,04294 
   1216       22,70      23,00    2,64717    1,84202 
   1217        9,70      10,00    1,13245    1,85872 
   1218       15,00      17,00   -0,06036    0,78078 
   1219       12,00      13,00   -0,01652    1,05802 
   1220       15,70      16,00    1,84204    1,84639 
   1221        9,70      10,00    1,13245    1,85872 
   1222       43,70      44,00    5,44490    1,84308 
   1223       36,70      37,00    4,57496    1,83535 
   1224        9,70      10,00    4,69592    1,85195 
   1225       17,70      18,00    1,81786    1,84518 
   1226        9,70      10,00    2,27222    1,87747 
   1227       27,70      28,00    4,92866    1,82608 
   1228       17,70      18,00    3,99595    1,84850 
   1229       17,00      19,00    1,51668    0,78925 
   1230       32,70      33,00    5,31836    1,83189 
   1231       56,70      57,00    6,78098    1,82518 
   1232       17,70      18,00    5,93433    1,84487 
   1233       45,70      46,00    4,13668    1,85433 
   1234       18,70      19,00    3,79275    1,84647 
   1235       39,70      40,00    4,13510    1,86540 
   1236       16,00      18,00    2,43248    0,76708 
   1237        6,00       8,00    0,58926    0,82431 
   1238       10,70      11,00    2,24262    1,85582 
   1239       41,70      42,00    6,30123    1,84032 
   1240        4,70       5,00    1,75668    1,88709 
   1241       78,70      79,00    6,17645    1,82756 
   1242       52,70      53,00    3,69840    1,82982 
   1243      100,00     103,00    4,57242    0,59794 
   1244      412,70     413,00    7,86366    1,82626 
   1245       52,70      53,00    5,67636    1,84233 
   1246       39,70      40,00    5,72356    1,81722 
   1247      109,00     110,00    5,45373    1,00759 
   1248      141,70     142,00    7,17268    1,82920 
   1249      104,00     107,00    4,24020    0,60364 
   1250       48,70      49,00    5,12301    1,82019 
   1251       68,70      69,00    4,99690    1,83553 
   1252       31,70      32,00    4,16111    1,83138 
   1253       28,70      29,00    5,43627    1,82944 
   1254      104,00     105,00    5,74234    1,00539 
   1255       30,70      31,00    3,01883    1,83893 
   1256      107,70     108,00    6,31199    1,80752 
   1257       28,70      29,00    4,34964    1,82669 
   1258      246,70     247,00    7,52170    1,81706 
   1259      114,70     115,00    6,95090    1,83146 
   1260       71,00      84,00    1,46819    0,32185 
   1261       47,70      48,00    4,13002    1,82415 
   1262      128,00     130,00    4,68584    0,72451 
   1263       14,70      15,00    4,67011    1,83151 
   1264       69,70      70,00    4,74600    1,83008 
   1265       13,70      14,00    4,01250    1,83850 
   1266       60,70      61,00    6,49496    1,83183 
   1267       31,70      32,00    5,38690    1,82978 
   1268       70,70      71,00    6,75085    1,81881 
   1269       11,70      12,00    4,09890    1,83561 
   1270      205,00     206,00    5,93861    1,00573 
   1271      178,70     179,00    5,87641    1,82766 
   1272      203,70     204,00    7,04594    1,82337 
   1273       91,70      92,00    5,10486    1,82755 
   1274      158,70     159,00    6,99561    1,82845 
   1275      182,00     183,00    6,16980    1,00824 
   1276      163,70     164,00    6,29630    1,82845 
   1277      186,00     187,00    6,38040    1,00456 
   1278       87,00      90,00    4,56670    0,59424 
   1279       25,70      26,00    4,72393    1,83582 
   1280      111,70     112,00    7,05967    1,83038 
   1281       12,70      13,00    3,99202    1,84647 
   1282      331,70     332,00    7,26793    1,82760 
   1283      131,70     132,00    6,03564    1,82836 
   1284       25,70      26,00    2,13753    1,83731 
   1285      143,70     144,00    6,66147    1,82977 
   1286        3,70       4,00    3,03573    2,07811 
   1287       66,70      67,00    4,46808    1,83217 
   1288       36,70      37,00    4,48429    1,84001 
   1289       90,00      91,00    4,21573    1,02728 
   1290      193,70     194,00    6,34858    1,82332 
   1291       91,70      92,00    6,77642    1,82397 
   1292      112,00     114,00    4,79330    0,72207 
   1293       11,70      12,00    3,35415    1,83414 
   1294      125,70     126,00    6,38010    1,83073 
   1295       83,70      84,00    5,98735    1,82239 
   1296       48,00      49,00    4,00184    1,03125 
   1297       10,70      11,00    1,05825    1,86179 
   1298       27,70      28,00    6,02476    1,81967 
   1299      103,70     104,00    6,98727    1,83177 
   1300       23,00      24,00    2,44268    1,04631 
   1301      161,70     162,00    6,10860    1,82741 
   1302       71,70      72,00    5,85532    1,82650 
   1303      204,70     205,00    7,21364    1,82410 
   1304       25,70      26,00    3,13790    1,84311 
   1305       29,70      30,00    6,43343    1,83407 
   1306       95,00      96,00    4,51543    1,00401 
   1307       45,70      46,00    5,98247    1,83973 
   1308        7,70       8,00    2,58531    1,88849 
   1309       87,70      88,00    6,29943    1,81798 
   1310       15,70      16,00    2,90688    1,85379 
   1311      110,70     111,00    6,23416    1,81416 
   1312       37,70      38,00    5,60599    1,82781 
   1313      121,00     125,00    3,61495    0,51800 
   1314      126,70     127,00    7,56111    1,82732 
   1315       22,70      23,00    2,87733    1,83306 
   1316       28,70      29,00    2,45067    1,83448 
   1317      144,70     145,00    6,83049    1,82909 
   1318       16,70      17,00    2,95811    1,84991 
   1319       33,70      34,00    4,76553    1,83361 
   1320       28,70      29,00    4,73918    1,84785 
   1321       16,70      17,00    2,33252    1,85551 
   1322       94,70      95,00    6,16754    1,82208 
   1323      152,70     153,00    7,47338    1,82596 
   1324       20,70      21,00    5,34745    1,84668 
   1325        2,70       3,00   -0,22159    2,00334 
   1326        9,70      10,00    2,37474    1,90221 
   1327        8,70       9,00    2,14945    1,86997 
   1328       27,70      28,00    5,71009    1,84116 
   1329        1,70       2,00    2,89332    2,06999 
   1330       14,70      15,00    4,69374    1,82824 
   1331       13,70      14,00    2,51324    1,85375 
   1332       19,70      20,00    3,86498    1,84500 
   1333       31,70      32,00    4,63458    1,82045 
   1334       43,70      44,00    5,49100    1,84735 
   1335       34,70      35,00    4,80515    1,81100 
   1336       12,70      13,00    2,06158    1,86779 
   1337       11,70      12,00    5,71502    1,85423 
   1338       55,70      56,00    5,15142    1,83120 
   1339       42,70      43,00    3,86719    1,83361 
   1340      112,70     113,00    6,23942    1,81089 
   1341       27,00      29,00    2,45601    0,74987 
   1342       23,00      24,00    2,90759    1,03029 
   1343       63,70      64,00    5,57301    1,82923 
   1344       65,70      66,00    5,70023    1,82705 
   1345       57,70      58,00    5,46214    1,83174 
   1346       46,70      47,00    4,80578    1,83540 
   1347       39,00      40,00    3,86846    1,01835 
   1348       63,70      64,00    5,78067    1,82794 
   1349       55,70      56,00    5,56392    1,83307 
   1350       73,70      74,00    5,86162    1,82232 
   1351       23,70      24,00    5,07907    1,84001 
   1352       44,00      49,00    1,91558    0,49059 
   1353       52,70      53,00    5,36559    1,83465 
   1354       15,70      16,00    4,55094    1,85121 
   1355       63,70      64,00    5,58498    1,82887 
   1356       15,00      16,00    2,17484    1,05724 
   1357       48,70      49,00    4,93434    1,83589 
   1358       59,70      60,00    5,46258    1,83069 
   1359       97,70      98,00    6,03822    1,80747 
   1360        9,00      10,00    2,31943    1,09014 
   1361       33,70      34,00    5,00725    1,82110 
   1362       39,70      40,00    4,72812    1,81260 
   1363       59,70      60,00    5,50859    1,83094 
   1364       15,00      20,00    0,97687    0,57419 
   1365       37,00      38,00    2,73841    1,02215 
   1366       85,00      88,00    3,68349    0,61021 
   1367       15,00      16,00    2,23487    1,03294 
   1368       13,70      14,00    2,79293    1,86555 
   1369      111,00     113,00    4,68546    0,72643 
   1370       33,70      34,00    5,85643    1,82988 
   1371       15,70      16,00    3,56806    1,84756 
   1372       47,00      49,00    3,63980    0,77838 
   1373       29,70      30,00    3,71647    1,83592 
   1374        8,70       9,00    1,04397    1,87664 
   1375       11,70      12,00    1,42897    1,85455 
   1376       15,70      16,00    2,56099    1,84477 
   1377       24,00      26,00    3,76819    0,76378 
   1378       23,70      24,00    3,61469    1,84314 
   1379       28,00      30,00    4,04912    0,74817 
   1380       80,00      84,00    2,43385    0,54675 
   1381       23,70      24,00    4,71459    1,85108 
   1382       12,70      13,00    4,09697    1,84331 
   1383        1,00       5,00   -4,10413    1,14636 
   1384       25,70      26,00    3,75961    1,90355 
   1385       36,70      37,00    3,63146    1,91528 
   1386       16,70      17,00    3,71107    1,84695 
   1387       43,70      44,00    6,15043    1,83409 
   1388      171,70     172,00    7,36339    1,82463 
   1389       61,70      62,00    5,27118    1,83550 
   1390       49,70      50,00    5,53344    1,84084 
   1391       13,00      17,00    0,27277    0,59977 
   1392       10,70      11,00    2,47222    1,86443 
   1393       17,70      18,00    4,18077    1,85561 
   1394       10,70      11,00    4,10953    1,85664 
   1395       30,70      31,00    4,55348    1,82828 
   1396       14,00      22,00    1,69786    0,46972 
   1397       11,00      12,00    4,41920    1,07877 
   1398       17,70      18,00    4,01767    1,84412 
   1399       30,70      31,00    3,70616    1,90635 
   1400       11,70      12,00    1,38468    1,85662 
   1401       10,70      11,00    2,12008    1,87897 
   1402       21,00      25,00    1,60213    0,59393 
   1403       31,70      32,00    3,86899    1,84317 
   1404       44,70      45,00    4,12272    1,86384 
   1405      100,70     101,00    6,41039    1,81762 
   1406       22,70      23,00    2,92729    1,82802 
   1407       33,70      34,00    6,13233    1,84162 
   1408       18,70      19,00    3,11881    1,84661 
   1409       25,70      26,00    3,57473    1,90158 
   1410        9,70      10,00    1,72832    1,84850 
   1411       79,70      80,00    6,47456    1,83541 
   1412       19,70      20,00    3,80336    1,84078 
   1413       95,00      98,00    3,23110    0,59883 
   1414       15,70      16,00    3,57170    1,84509 
   1415        2,70       3,00    4,57594    1,92507 
   1416       11,70      12,00    2,33921    1,87108 
   1417       61,70      62,00    6,16560    1,83593 
   1418       36,70      37,00    4,03766    1,83104 
   1419       98,70      99,00    5,81297    1,82710 
   1420       31,70      32,00    4,64155    1,84156 
   1421       81,70      82,00    4,94184    1,83086 
   1422       66,70      67,00    5,68880    1,83634 
   1423       11,70      12,00    1,36283    1,84559 
   1424       93,70      94,00    5,10257    1,82227 
   1425        5,70       6,00    3,77224    1,86350 
   1426        9,70      10,00    1,17505    1,85491 
   1427       29,00      30,00    3,04817    1,02072 
   1428       41,70      42,00    5,98502    1,83113 
   1429       43,00      45,00    2,42200    0,73355 
   1430       26,70      27,00    3,17415    1,84269 
   1431       15,70      16,00    3,51916    1,84806 
   1432       32,70      33,00    3,99546    1,83158 
   1433       32,70      33,00    3,61027    1,83838 
   1434        4,70       5,00    0,39678    1,89663 
   1435       32,00      36,00    1,77802    0,60722 
   1436        9,70      10,00    2,56942    1,89475 
   1437       43,70      44,00    6,50776    1,83874 
   1438       75,70      76,00    4,97526    1,83199 
   1439       25,70      26,00    6,11379    1,84285 
   1440       76,70      77,00    5,76095    1,84359 
   1441       18,70      19,00    2,67577    1,83740 
   1442       74,70      75,00    4,91213    1,83511 
   1443       32,00      35,00    3,42124    0,64363 
   1444       11,70      12,00    2,72757    1,89770 
   1445       11,70      12,00    2,97999    1,84593 
   1446       25,00      26,00    2,87588    1,12192 
   1447       37,70      38,00    5,19408    1,81751 
   1448       46,00      48,00    2,22516    0,74418 
   1449       82,70      83,00    5,13200    1,83004 
   1450       55,70      56,00    5,25837    1,82882 
   1451       26,00      28,00    2,86167    0,75242 
   1452       22,00      24,00    2,79620    0,75815 
   1453        5,00       7,00    0,86696    0,88093 
   1454       13,00      16,00    1,60280    0,66873 
   1455       37,00      39,00    2,35390    0,73661 
   1456       16,70      17,00    4,19800    1,85869 
   1457       13,70      14,00    4,07947    1,86696 
   1458        4,00      13,00   -1,76197    0,69248 
   1459       52,00      53,00    4,26298    1,01488 
   1460       66,70      67,00    6,46698    1,82810 
   1461       72,70      73,00    6,33735    1,82950 
   1462       25,70      26,00    6,13182    1,83882 
   1463      141,70     142,00    7,20666    1,82850 
   1464       61,70      62,00    6,37803    1,83105 
   1465       15,70      16,00    5,74409    1,85041 
   1466       84,00      88,00    3,61897    0,53508 
   1467      125,70     126,00    6,92578    1,83076 
   1468       41,70      42,00    6,04272    1,84396 
   1469       99,70     100,00    5,18782    1,81811 
   1470       81,70      82,00    6,62056    1,82393 
   1471       51,70      52,00    6,17616    1,83758 
   1472       11,70      12,00    2,97999    1,84593 
   1473       31,00      32,00    3,35114    1,03741 
   1474       53,00      55,00    4,17986    0,74026 
   1475       26,00      27,00    3,05154    1,03196 
   1476       54,70      55,00    5,89363    1,83966 
   1477       59,70      60,00    6,50353    1,83032 
   1478       42,70      43,00    6,10296    1,83971 
   1479       55,00      57,00    3,93058    0,74026 
   1480       17,70      18,00    3,58513    1,84569 
   1481       36,70      37,00    5,53845    1,82322 
   1482       34,70      35,00    5,16757    1,82755 
   1483       45,70      46,00    6,11316    1,83798 
   1484       54,70      55,00    5,34212    1,83456 
   1485       31,70      32,00    5,41342    1,83340 
   1486       41,70      42,00    6,04250    1,84050 
   1487       53,00      65,00    2,33676    0,35430 
   1488       51,70      52,00    5,54935    1,84084 
   1489       41,70      42,00    4,59977    1,81271 
   1490       44,70      45,00    5,80242    1,83976 
   1491       38,00      39,00    3,62696    1,01865 
   1492       48,70      49,00    6,04110    1,83784 
   1493       47,70      48,00    6,12693    1,83944 
   1494       14,00      15,00    2,24826    1,05199 
   1495       52,70      53,00    6,32360    1,83449 
   1496       66,70      67,00    6,66668    1,82783 
   1497       54,70      55,00    6,93391    1,82455 
   1498        2,70       3,00    1,06563    1,92953 
   1499      124,70     125,00    7,08798    1,83110 
   1500       36,70      37,00    6,49480    1,83777 
   1501      119,70     120,00    7,57386    1,82663 
   1502       55,70      56,00    6,34935    1,84039 
   1503       51,70      52,00    6,73577    1,82862 
   1504      147,70     148,00    7,10798    1,82996 
   1505       16,00      18,00    2,15142    0,79531 
